game_pk,season,official_date,game_number,double_header,day_night,games_in_series,series_game_number,series_description,away_score,away_team_id,away_team_name,away_wins,away_losses,home_score,home_team_id,home_team_name,home_wins,home_losses,venue_id,venue_name
413661,2015,2015-04-05,1,N,night,2,1,Regular Season,3,138,St. Louis Cardinals,1,0,0,112,Chicago Cubs,0,1,17,Wrigley Field
413663,2015,2015-04-06,1,N,day,3,1,Regular Season,6,141,Toronto Blue Jays,1,0,1,147,New York Yankees,0,1,3313,Yankee Stadium
413656,2015,2015-04-06,1,N,day,3,1,Regular Season,0,142,Minnesota Twins,0,1,4,116,Detroit Tigers,1,0,2394,Comerica Park
413655,2015,2015-04-06,1,N,day,3,1,Regular Season,10,115,Colorado Rockies,1,0,0,158,Milwaukee Brewers,0,1,32,Miller Park
413652,2015,2015-04-06,1,N,day,3,1,Regular Season,8,111,Boston Red Sox,1,0,0,143,Philadelphia Phillies,0,1,2681,Citizens Bank Park
413651,2015,2015-04-06,1,N,day,3,1,Regular Season,6,110,Baltimore Orioles,1,0,2,139,Tampa Bay Rays,0,1,12,Tropicana Field
413657,2015,2015-04-06,1,N,day,3,1,Regular Season,3,121,New York Mets,1,0,1,120,Washington Nationals,0,1,3309,Nationals Park
413658,2015,2015-04-06,1,N,day,3,1,Regular Season,2,134,Pittsburgh Pirates,0,1,5,113,Cincinnati Reds,1,0,2602,Great American Ball Park
413659,2015,2015-04-06,1,N,day,3,1,Regular Season,3,135,San Diego Padres,0,1,6,119,Los Angeles Dodgers,1,0,22,Dodger Stadium
413649,2015,2015-04-06,1,N,day,3,1,Regular Season,1,108,Los Angeles Angels,0,1,4,136,Seattle Mariners,1,0,680,Safeco Field
413653,2015,2015-04-06,1,N,day,3,1,Regular Season,1,145,Chicago White Sox,0,1,10,118,Kansas City Royals,1,0,7,Kauffman Stadium
413650,2015,2015-04-06,1,N,day,3,1,Regular Season,2,144,Atlanta Braves,1,0,1,146,Miami Marlins,0,1,4169,Marlins Park
413654,2015,2015-04-06,1,N,night,3,1,Regular Season,0,114,Cleveland Indians,0,1,2,117,Houston Astros,1,0,2392,Minute Maid Park
413662,2015,2015-04-06,1,N,night,4,1,Regular Season,0,140,Texas Rangers,0,1,8,133,Oakland Athletics,1,0,10,O.co Coliseum
413660,2015,2015-04-06,1,N,night,3,1,Regular Season,5,137,San Francisco Giants,1,0,4,109,Arizona Diamondbacks,0,1,15,Chase Field
413666,2015,2015-04-07,1,N,night,3,2,Regular Season,6,110,Baltimore Orioles,2,0,5,139,Tampa Bay Rays,0,2,12,Tropicana Field
413665,2015,2015-04-07,1,N,night,3,2,Regular Season,12,144,Atlanta Braves,2,0,2,146,Miami Marlins,0,2,4169,Marlins Park
413667,2015,2015-04-07,1,N,night,3,2,Regular Season,5,115,Colorado Rockies,2,0,2,158,Milwaukee Brewers,0,2,32,Miller Park
413669,2015,2015-04-07,1,N,night,3,2,Regular Season,6,137,San Francisco Giants,1,1,7,109,Arizona Diamondbacks,1,1,15,Chase Field
413670,2015,2015-04-07,1,N,night,4,2,Regular Season,3,140,Texas Rangers,1,1,1,133,Oakland Athletics,1,1,10,O.co Coliseum
413668,2015,2015-04-07,1,N,night,3,2,Regular Season,7,135,San Diego Padres,1,1,3,119,Los Angeles Dodgers,1,1,22,Dodger Stadium
413664,2015,2015-04-07,1,N,night,3,2,Regular Season,2,108,Los Angeles Angels,1,1,0,136,Seattle Mariners,1,1,680,Safeco Field
413683,2015,2015-07-07,1,S,day,3,2,Regular Season,NA,138,St. Louis Cardinals,54,29,NA,112,Chicago Cubs,45,37,17,Wrigley Field
413678,2015,2015-04-08,1,N,day,3,2,Regular Season,0,142,Minnesota Twins,0,2,11,116,Detroit Tigers,2,0,2394,Comerica Park
413693,2015,2015-04-08,1,N,day,2,2,Regular Season,0,138,St. Louis Cardinals,1,1,2,112,Chicago Cubs,1,1,17,Wrigley Field
413679,2015,2015-04-08,1,N,night,3,2,Regular Season,1,121,New York Mets,1,1,2,120,Washington Nationals,1,1,3309,Nationals Park
413674,2015,2015-04-08,1,N,night,3,2,Regular Season,2,111,Boston Red Sox,1,1,4,143,Philadelphia Phillies,1,1,2681,Citizens Bank Park
413685,2015,2015-04-08,1,N,night,3,2,Regular Season,3,141,Toronto Blue Jays,1,1,4,147,New York Yankees,1,1,3313,Yankee Stadium
413680,2015,2015-04-08,1,N,night,3,2,Regular Season,4,134,Pittsburgh Pirates,0,2,5,113,Cincinnati Reds,2,0,2602,Great American Ball Park
413673,2015,2015-04-08,1,N,night,3,3,Regular Season,0,110,Baltimore Orioles,2,1,2,139,Tampa Bay Rays,1,2,12,Tropicana Field
413672,2015,2015-04-08,1,N,night,3,3,Regular Season,2,144,Atlanta Braves,3,0,0,146,Miami Marlins,0,3,4169,Marlins Park
413676,2015,2015-04-08,1,N,night,3,2,Regular Season,2,114,Cleveland Indians,1,1,0,117,Houston Astros,1,1,2392,Minute Maid Park
413675,2015,2015-04-08,1,N,night,3,2,Regular Season,5,145,Chicago White Sox,0,2,7,118,Kansas City Royals,2,0,7,Kauffman Stadium
413677,2015,2015-04-08,1,N,night,3,3,Regular Season,5,115,Colorado Rockies,3,0,4,158,Milwaukee Brewers,0,3,32,Miller Park
413682,2015,2015-04-08,1,N,night,3,3,Regular Season,5,137,San Francisco Giants,2,1,2,109,Arizona Diamondbacks,1,2,15,Chase Field
413684,2015,2015-04-08,1,N,night,4,3,Regular Season,0,140,Texas Rangers,1,2,10,133,Oakland Athletics,2,1,10,O.co Coliseum
413681,2015,2015-04-08,1,N,night,3,3,Regular Season,4,135,San Diego Padres,1,2,7,119,Los Angeles Dodgers,2,1,22,Dodger Stadium
413671,2015,2015-04-08,1,N,night,3,3,Regular Season,5,108,Los Angeles Angels,2,1,3,136,Seattle Mariners,1,2,680,Safeco Field
413691,2015,2015-04-09,1,N,day,3,3,Regular Season,2,134,Pittsburgh Pirates,0,3,3,113,Cincinnati Reds,3,0,2602,Great American Ball Park
413690,2015,2015-04-09,1,N,day,3,3,Regular Season,6,121,New York Mets,2,1,3,120,Washington Nationals,1,2,3309,Nationals Park
413689,2015,2015-04-09,1,N,day,3,3,Regular Season,1,142,Minnesota Twins,0,3,7,116,Detroit Tigers,3,0,2394,Comerica Park
413688,2015,2015-04-09,1,N,day,3,3,Regular Season,5,114,Cleveland Indians,2,1,1,117,Houston Astros,1,2,2392,Minute Maid Park
413687,2015,2015-04-09,1,N,day,3,3,Regular Season,1,145,Chicago White Sox,0,3,4,118,Kansas City Royals,3,0,7,Kauffman Stadium
413694,2015,2015-04-09,1,N,day,4,4,Regular Season,10,140,Texas Rangers,2,2,1,133,Oakland Athletics,2,2,10,O.co Coliseum
413692,2015,2015-04-09,1,N,day,4,1,Regular Season,1,137,San Francisco Giants,3,1,0,135,San Diego Padres,1,3,2680,Petco Park
413686,2015,2015-04-09,1,N,night,3,3,Regular Season,6,111,Boston Red Sox,2,1,2,143,Philadelphia Phillies,1,2,2681,Citizens Bank Park
413695,2015,2015-04-09,1,N,night,3,3,Regular Season,6,141,Toronto Blue Jays,2,1,3,147,New York Yankees,1,2,3313,Yankee Stadium
413709,2015,2015-04-10,1,N,day,3,1,Regular Season,12,141,Toronto Blue Jays,3,1,5,110,Baltimore Orioles,2,2,2,Oriole Park at Camden Yards
413699,2015,2015-04-10,1,N,day,3,1,Regular Season,5,117,Houston Astros,2,2,1,140,Texas Rangers,2,3,13,Globe Life Park in Arlington
413697,2015,2015-04-10,1,N,day,3,1,Regular Season,1,112,Chicago Cubs,1,2,5,115,Colorado Rockies,4,0,19,Coors Field
413698,2015,2015-04-10,1,N,day,3,1,Regular Season,8,116,Detroit Tigers,4,0,4,114,Cleveland Indians,2,2,5,Progressive Field
413702,2015,2015-04-10,1,N,day,3,1,Regular Season,6,142,Minnesota Twins,1,3,0,145,Chicago White Sox,0,4,4,U.S. Cellular Field
413710,2015,2015-04-10,1,N,night,3,1,Regular Season,1,120,Washington Nationals,1,3,4,143,Philadelphia Phillies,2,2,2681,Citizens Bank Park
413696,2015,2015-04-10,1,N,night,3,1,Regular Season,6,111,Boston Red Sox,3,1,5,147,New York Yankees,1,3,3313,Yankee Stadium
413707,2015,2015-04-10,1,N,night,3,1,Regular Season,4,138,St. Louis Cardinals,1,2,5,113,Cincinnati Reds,4,0,2602,Great American Ball Park
413708,2015,2015-04-10,1,N,night,3,1,Regular Season,9,139,Tampa Bay Rays,1,3,10,146,Miami Marlins,1,3,4169,Marlins Park
413703,2015,2015-04-10,1,N,night,3,1,Regular Season,3,121,New York Mets,2,2,5,144,Atlanta Braves,4,0,16,Turner Field
413704,2015,2015-04-10,1,N,night,3,1,Regular Season,6,134,Pittsburgh Pirates,1,3,2,158,Milwaukee Brewers,0,4,32,Miller Park
413701,2015,2015-04-10,1,N,night,3,1,Regular Season,3,119,Los Angeles Dodgers,2,2,4,109,Arizona Diamondbacks,2,2,15,Chase Field
413700,2015,2015-04-10,1,N,night,3,1,Regular Season,4,118,Kansas City Royals,4,0,2,108,Los Angeles Angels,2,2,1,Angel Stadium of Anaheim
413705,2015,2015-04-10,1,N,night,3,1,Regular Season,0,136,Seattle Mariners,1,3,12,133,Oakland Athletics,3,2,10,O.co Coliseum
413706,2015,2015-04-10,1,N,night,4,2,Regular Season,0,137,San Francisco Giants,3,2,1,135,San Diego Padres,2,3,2680,Petco Park
413711,2015,2015-04-11,1,N,day,3,2,Regular Season,8,111,Boston Red Sox,4,1,4,147,New York Yankees,1,4,3313,Yankee Stadium
413722,2015,2015-04-11,1,N,day,3,2,Regular Season,4,138,St. Louis Cardinals,2,2,1,113,Cincinnati Reds,4,1,2602,Great American Ball Park
413717,2015,2015-04-11,1,N,day,3,2,Regular Season,4,142,Minnesota Twins,1,4,5,145,Chicago White Sox,1,4,4,U.S. Cellular Field
413720,2015,2015-04-11,1,N,day,3,2,Regular Season,5,136,Seattle Mariners,2,3,4,133,Oakland Athletics,3,3,10,O.co Coliseum
413713,2015,2015-04-11,1,N,day,3,2,Regular Season,9,116,Detroit Tigers,5,0,6,114,Cleveland Indians,2,3,5,Progressive Field
413723,2015,2015-04-11,1,N,day,3,2,Regular Season,2,139,Tampa Bay Rays,2,3,0,146,Miami Marlins,1,4,4169,Marlins Park
413724,2015,2015-04-11,1,N,night,3,2,Regular Season,1,141,Toronto Blue Jays,3,2,7,110,Baltimore Orioles,3,2,2,Oriole Park at Camden Yards
413725,2015,2015-04-11,1,N,night,3,2,Regular Season,2,120,Washington Nationals,1,4,3,143,Philadelphia Phillies,3,2,2681,Citizens Bank Park
413718,2015,2015-04-11,1,N,night,3,2,Regular Season,3,121,New York Mets,2,3,5,144,Atlanta Braves,5,0,16,Turner Field
413719,2015,2015-04-11,1,N,night,3,2,Regular Season,0,134,Pittsburgh Pirates,1,4,6,158,Milwaukee Brewers,1,4,32,Miller Park
413714,2015,2015-04-11,1,N,night,3,2,Regular Season,2,117,Houston Astros,2,3,6,140,Texas Rangers,3,3,13,Globe Life Park in Arlington
413712,2015,2015-04-11,1,N,night,3,2,Regular Season,9,112,Chicago Cubs,2,2,5,115,Colorado Rockies,4,1,19,Coors Field
413716,2015,2015-04-11,1,N,night,3,2,Regular Season,0,119,Los Angeles Dodgers,2,3,6,109,Arizona Diamondbacks,3,2,15,Chase Field
413721,2015,2015-04-11,1,N,night,4,3,Regular Season,2,137,San Francisco Giants,3,3,10,135,San Diego Padres,3,3,2680,Petco Park
413715,2015,2015-04-11,1,N,night,3,2,Regular Season,6,118,Kansas City Royals,5,0,4,108,Los Angeles Angels,2,3,1,Angel Stadium of Anaheim
413728,2015,2015-04-12,1,N,day,3,3,Regular Season,8,116,Detroit Tigers,6,0,5,114,Cleveland Indians,2,4,5,Progressive Field
413737,2015,2015-04-12,1,N,day,3,3,Regular Season,7,138,St. Louis Cardinals,3,2,5,113,Cincinnati Reds,4,2,2602,Great American Ball Park
413738,2015,2015-04-12,1,N,day,3,3,Regular Season,8,139,Tampa Bay Rays,3,3,5,146,Miami Marlins,1,5,4169,Marlins Park
413739,2015,2015-04-12,1,N,day,3,3,Regular Season,10,141,Toronto Blue Jays,4,2,7,110,Baltimore Orioles,3,3,2,Oriole Park at Camden Yards
413740,2015,2015-04-12,1,N,day,3,3,Regular Season,4,120,Washington Nationals,2,4,3,143,Philadelphia Phillies,3,3,2681,Citizens Bank Park
413733,2015,2015-04-12,1,N,day,3,3,Regular Season,4,121,New York Mets,3,3,3,144,Atlanta Braves,5,1,16,Turner Field
413732,2015,2015-04-12,1,N,day,3,3,Regular Season,2,142,Minnesota Twins,1,5,6,145,Chicago White Sox,2,4,4,U.S. Cellular Field
413734,2015,2015-04-12,1,N,day,3,3,Regular Season,10,134,Pittsburgh Pirates,2,4,2,158,Milwaukee Brewers,1,5,32,Miller Park
413729,2015,2015-04-12,1,N,day,3,3,Regular Season,6,117,Houston Astros,3,3,4,140,Texas Rangers,3,4,13,Globe Life Park in Arlington
413730,2015,2015-04-12,1,N,day,3,3,Regular Season,9,118,Kansas City Royals,6,0,2,108,Los Angeles Angels,2,4,1,Angel Stadium of Anaheim
413735,2015,2015-04-12,1,N,day,3,3,Regular Season,8,136,Seattle Mariners,3,3,7,133,Oakland Athletics,3,4,10,O.co Coliseum
413727,2015,2015-04-12,1,N,day,3,3,Regular Season,6,112,Chicago Cubs,3,2,5,115,Colorado Rockies,4,2,19,Coors Field
413731,2015,2015-04-12,1,N,day,3,3,Regular Season,7,119,Los Angeles Dodgers,3,3,4,109,Arizona Diamondbacks,3,3,15,Chase Field
413736,2015,2015-04-12,1,N,day,4,4,Regular Season,4,137,San Francisco Giants,3,4,6,135,San Diego Padres,4,3,2680,Petco Park
413726,2015,2015-04-12,1,N,night,3,3,Regular Season,4,111,Boston Red Sox,4,2,14,147,New York Yankees,2,4,3313,Yankee Stadium
413751,2015,2015-04-13,1,N,day,3,1,Regular Season,0,143,Philadelphia Phillies,3,4,2,121,New York Mets,4,3,3289,Citi Field
413745,2015,2015-04-13,1,N,day,3,1,Regular Season,4,116,Detroit Tigers,6,1,5,134,Pittsburgh Pirates,3,4,31,PNC Park
413754,2015,2015-04-13,1,N,day,3,1,Regular Season,4,120,Washington Nationals,2,5,9,111,Boston Red Sox,5,2,3,Fenway Park
413746,2015,2015-04-13,1,N,day,3,1,Regular Season,12,118,Kansas City Royals,7,0,3,142,Minnesota Twins,1,6,3312,Target Field
413748,2015,2015-04-13,1,N,day,3,1,Regular Season,5,158,Milwaukee Brewers,2,5,4,138,St. Louis Cardinals,3,3,2889,Busch Stadium
413744,2015,2015-04-13,1,N,day,3,1,Regular Season,2,115,Colorado Rockies,5,2,0,137,San Francisco Giants,3,5,2395,AT&T Park
413749,2015,2015-04-13,1,N,night,3,1,Regular Season,6,147,New York Yankees,3,4,5,110,Baltimore Orioles,3,4,2,Oriole Park at Camden Yards
413753,2015,2015-04-13,1,N,night,4,1,Regular Season,2,139,Tampa Bay Rays,4,3,1,141,Toronto Blue Jays,4,3,14,Rogers Centre
413747,2015,2015-04-13,1,N,night,3,1,Regular Season,2,146,Miami Marlins,1,6,3,144,Atlanta Braves,6,1,16,Turner Field
413743,2015,2015-04-13,1,N,night,3,1,Regular Season,6,113,Cincinnati Reds,4,3,7,112,Chicago Cubs,4,2,17,Wrigley Field
413741,2015,2015-04-13,1,N,night,3,1,Regular Season,6,108,Los Angeles Angels,3,4,3,140,Texas Rangers,3,5,13,Globe Life Park in Arlington
413750,2015,2015-04-13,1,N,night,3,1,Regular Season,8,133,Oakland Athletics,4,4,1,117,Houston Astros,3,4,2392,Minute Maid Park
413742,2015,2015-04-13,1,N,night,3,1,Regular Season,8,109,Arizona Diamondbacks,4,3,4,135,San Diego Padres,4,4,2680,Petco Park
413752,2015,2015-04-13,1,N,night,3,1,Regular Season,5,136,Seattle Mariners,3,4,6,119,Los Angeles Dodgers,4,3,22,Dodger Stadium
413767,2015,2015-04-14,1,N,night,3,2,Regular Season,7,120,Washington Nationals,2,6,8,111,Boston Red Sox,6,2,3,Fenway Park
413760,2015,2015-04-14,1,N,night,3,2,Regular Season,2,116,Detroit Tigers,7,1,0,134,Pittsburgh Pirates,3,5,31,PNC Park
413762,2015,2015-04-14,1,N,night,3,2,Regular Season,3,147,New York Yankees,3,5,4,110,Baltimore Orioles,4,4,2,Oriole Park at Camden Yards
413766,2015,2015-04-14,1,N,night,4,2,Regular Season,3,139,Tampa Bay Rays,5,3,2,141,Toronto Blue Jays,4,4,14,Rogers Centre
413764,2015,2015-04-14,1,N,night,3,2,Regular Season,5,143,Philadelphia Phillies,3,5,6,121,New York Mets,5,3,3289,Citi Field
413757,2015,2015-04-14,1,N,night,2,1,Regular Season,4,145,Chicago White Sox,3,4,1,114,Cleveland Indians,2,5,5,Progressive Field
413761,2015,2015-04-14,1,N,night,3,2,Regular Season,8,146,Miami Marlins,2,6,2,144,Atlanta Braves,6,2,16,Turner Field
413758,2015,2015-04-14,1,N,night,3,2,Regular Season,3,113,Cincinnati Reds,5,3,2,112,Chicago Cubs,4,3,17,Wrigley Field
413755,2015,2015-04-14,1,N,night,3,2,Regular Season,2,108,Los Angeles Angels,3,5,8,140,Texas Rangers,4,5,13,Globe Life Park in Arlington
413763,2015,2015-04-14,1,N,night,3,2,Regular Season,4,133,Oakland Athletics,5,4,0,117,Houston Astros,3,5,2392,Minute Maid Park
413756,2015,2015-04-14,1,N,night,3,2,Regular Season,1,109,Arizona Diamondbacks,4,4,5,135,San Diego Padres,5,4,2680,Petco Park
413765,2015,2015-04-14,1,N,night,3,2,Regular Season,5,136,Seattle Mariners,3,5,6,119,Los Angeles Dodgers,5,3,22,Dodger Stadium
413759,2015,2015-04-14,1,N,night,3,2,Regular Season,4,115,Colorado Rockies,6,2,1,137,San Francisco Giants,3,6,2395,AT&T Park
413770,2015,2015-04-15,1,N,day,2,2,Regular Season,2,145,Chicago White Sox,3,5,4,114,Cleveland Indians,3,5,5,Progressive Field
413775,2015,2015-04-15,1,N,day,3,3,Regular Season,6,146,Miami Marlins,3,6,2,144,Atlanta Braves,6,3,16,Turner Field
413782,2015,2015-04-15,1,N,day,3,3,Regular Season,10,120,Washington Nationals,3,6,5,111,Boston Red Sox,6,3,3,Fenway Park
413768,2015,2015-04-15,1,N,day,3,3,Regular Season,10,108,Los Angeles Angels,4,5,2,140,Texas Rangers,4,6,13,Globe Life Park in Arlington
413773,2015,2015-04-15,1,N,night,3,3,Regular Season,1,116,Detroit Tigers,8,1,0,134,Pittsburgh Pirates,3,6,31,PNC Park
413777,2015,2015-04-15,1,N,night,3,3,Regular Season,5,147,New York Yankees,3,6,7,110,Baltimore Orioles,5,4,2,Oriole Park at Camden Yards
413781,2015,2015-04-15,1,N,night,4,3,Regular Season,7,139,Tampa Bay Rays,5,4,12,141,Toronto Blue Jays,5,4,14,Rogers Centre
413779,2015,2015-04-15,1,N,night,3,3,Regular Season,1,143,Philadelphia Phillies,3,6,6,121,New York Mets,6,3,3289,Citi Field
413771,2015,2015-04-15,1,N,night,3,3,Regular Season,0,113,Cincinnati Reds,5,4,5,112,Chicago Cubs,5,3,17,Wrigley Field
413778,2015,2015-04-15,1,N,night,3,3,Regular Season,1,133,Oakland Athletics,5,5,6,117,Houston Astros,4,5,2392,Minute Maid Park
413774,2015,2015-04-15,1,N,night,3,2,Regular Season,1,118,Kansas City Royals,7,1,3,142,Minnesota Twins,2,6,3312,Target Field
413776,2015,2015-04-15,1,N,night,3,2,Regular Season,2,158,Milwaukee Brewers,2,6,4,138,St. Louis Cardinals,4,3,2889,Busch Stadium
413769,2015,2015-04-15,1,N,night,3,3,Regular Season,2,109,Arizona Diamondbacks,4,5,3,135,San Diego Padres,6,4,2680,Petco Park
413780,2015,2015-04-15,1,N,night,3,3,Regular Season,2,136,Seattle Mariners,3,6,5,119,Los Angeles Dodgers,6,3,22,Dodger Stadium
413772,2015,2015-04-15,1,N,night,3,3,Regular Season,4,115,Colorado Rockies,7,2,2,137,San Francisco Giants,3,7,2395,AT&T Park
413784,2015,2015-04-16,1,N,day,3,3,Regular Season,5,118,Kansas City Royals,7,2,8,142,Minnesota Twins,3,6,3312,Target Field
413786,2015,2015-04-16,1,N,day,3,3,Regular Season,0,158,Milwaukee Brewers,2,7,4,138,St. Louis Cardinals,5,3,2889,Busch Stadium
413787,2015,2015-04-16,1,N,night,4,1,Regular Season,2,143,Philadelphia Phillies,3,7,5,120,Washington Nationals,4,6,3309,Nationals Park
413788,2015,2015-04-16,1,N,night,4,4,Regular Season,4,139,Tampa Bay Rays,6,4,2,141,Toronto Blue Jays,5,5,14,Rogers Centre
413785,2015,2015-04-16,1,N,night,4,1,Regular Season,5,146,Miami Marlins,3,7,7,121,New York Mets,7,3,3289,Citi Field
413783,2015,2015-04-16,1,N,night,4,1,Regular Season,7,109,Arizona Diamondbacks,5,5,6,137,San Francisco Giants,3,8,2395,AT&T Park
413793,2015,2015-04-17,1,N,day,3,1,Regular Season,1,145,Chicago White Sox,3,6,2,116,Detroit Tigers,9,1,2394,Comerica Park
413802,2015,2015-04-17,1,N,day,3,1,Regular Season,5,135,San Diego Padres,7,4,4,112,Chicago Cubs,5,4,17,Wrigley Field
413801,2015,2015-04-17,1,N,night,4,2,Regular Season,2,143,Philadelphia Phillies,3,8,7,120,Washington Nationals,5,6,3309,Nationals Park
413798,2015,2015-04-17,1,N,night,3,1,Regular Season,3,158,Milwaukee Brewers,2,8,6,134,Pittsburgh Pirates,4,6,31,PNC Park
413791,2015,2015-04-17,1,N,night,3,1,Regular Season,8,144,Atlanta Braves,7,3,7,141,Toronto Blue Jays,5,6,14,Rogers Centre
413792,2015,2015-04-17,1,N,night,4,1,Regular Season,2,110,Baltimore Orioles,5,5,3,111,Boston Red Sox,7,3,3,Fenway Park
413797,2015,2015-04-17,1,N,night,4,2,Regular Season,1,146,Miami Marlins,3,8,4,121,New York Mets,8,3,3289,Citi Field
413799,2015,2015-04-17,1,N,night,3,1,Regular Season,5,147,New York Yankees,4,6,4,139,Tampa Bay Rays,6,5,12,Tropicana Field
413789,2015,2015-04-17,1,N,night,3,1,Regular Season,6,108,Los Angeles Angels,5,5,3,117,Houston Astros,4,6,2392,Minute Maid Park
413800,2015,2015-04-17,1,N,night,3,1,Regular Season,4,133,Oakland Athletics,5,6,6,118,Kansas City Royals,8,2,7,Kauffman Stadium
413795,2015,2015-04-17,1,N,night,3,1,Regular Season,2,114,Cleveland Indians,3,6,3,142,Minnesota Twins,4,6,3312,Target Field
413794,2015,2015-04-17,1,N,night,3,1,Regular Season,1,113,Cincinnati Reds,5,5,6,138,St. Louis Cardinals,6,3,2889,Busch Stadium
413796,2015,2015-04-17,1,N,night,3,1,Regular Season,3,115,Colorado Rockies,7,3,7,119,Los Angeles Dodgers,7,3,22,Dodger Stadium
413803,2015,2015-04-17,1,N,night,3,1,Regular Season,3,140,Texas Rangers,5,6,1,136,Seattle Mariners,3,7,680,Safeco Field
413790,2015,2015-04-17,1,N,night,4,2,Regular Season,9,109,Arizona Diamondbacks,6,5,0,137,San Francisco Giants,3,9,2395,AT&T Park
413816,2015,2015-04-18,1,N,day,4,3,Regular Season,5,143,Philadelphia Phillies,4,8,3,120,Washington Nationals,5,7,3309,Nationals Park
413806,2015,2015-04-18,1,N,day,3,2,Regular Season,5,144,Atlanta Braves,7,4,6,141,Toronto Blue Jays,6,6,14,Rogers Centre
413808,2015,2015-04-18,1,N,day,3,2,Regular Season,12,145,Chicago White Sox,4,6,3,116,Detroit Tigers,9,2,2394,Comerica Park
413810,2015,2015-04-18,1,N,day,3,2,Regular Season,4,114,Cleveland Indians,4,6,2,142,Minnesota Twins,4,7,3312,Target Field
413809,2015,2015-04-18,1,N,day,3,2,Regular Season,2,113,Cincinnati Reds,5,6,5,138,St. Louis Cardinals,7,3,2889,Busch Stadium
413817,2015,2015-04-18,1,N,day,3,2,Regular Season,6,135,San Diego Padres,7,5,7,112,Chicago Cubs,6,4,17,Wrigley Field
413807,2015,2015-04-18,1,N,day,4,2,Regular Season,4,110,Baltimore Orioles,6,5,1,111,Boston Red Sox,7,4,3,Fenway Park
413813,2015,2015-04-18,1,N,night,3,2,Regular Season,2,158,Milwaukee Brewers,2,9,6,134,Pittsburgh Pirates,5,6,31,PNC Park
413804,2015,2015-04-18,1,N,night,3,2,Regular Season,0,108,Los Angeles Angels,5,6,4,117,Houston Astros,5,6,2392,Minute Maid Park
413815,2015,2015-04-18,1,N,night,3,2,Regular Season,5,133,Oakland Athletics,6,6,0,118,Kansas City Royals,8,3,7,Kauffman Stadium
413812,2015,2015-04-18,1,N,night,4,3,Regular Season,4,146,Miami Marlins,3,9,5,121,New York Mets,9,3,3289,Citi Field
413814,2015,2015-04-18,1,N,night,3,2,Regular Season,9,147,New York Yankees,5,6,0,139,Tampa Bay Rays,6,6,12,Tropicana Field
413805,2015,2015-04-18,1,N,night,4,3,Regular Season,1,109,Arizona Diamondbacks,6,6,4,137,San Francisco Giants,4,9,2395,AT&T Park
413811,2015,2015-04-18,1,N,night,3,2,Regular Season,3,115,Colorado Rockies,7,4,6,119,Los Angeles Dodgers,8,3,22,Dodger Stadium
413818,2015,2015-04-18,1,N,night,3,2,Regular Season,1,140,Texas Rangers,5,7,3,136,Seattle Mariners,4,7,680,Safeco Field
413821,2015,2015-04-19,1,N,day,3,3,Regular Season,5,144,Atlanta Braves,8,4,2,141,Toronto Blue Jays,6,7,14,Rogers Centre
413823,2015,2015-04-19,1,N,day,3,3,Regular Season,1,145,Chicago White Sox,4,7,9,116,Detroit Tigers,10,2,2394,Comerica Park
413827,2015,2015-04-19,1,N,day,4,4,Regular Season,6,146,Miami Marlins,3,10,7,121,New York Mets,10,3,3289,Citi Field
413829,2015,2015-04-19,1,N,day,3,3,Regular Season,5,147,New York Yankees,6,6,3,139,Tampa Bay Rays,6,7,12,Tropicana Field
413822,2015,2015-04-19,1,N,day,4,3,Regular Season,8,110,Baltimore Orioles,7,5,3,111,Boston Red Sox,7,5,3,Fenway Park
413831,2015,2015-04-19,1,N,day,4,4,Regular Season,1,143,Philadelphia Phillies,4,9,4,120,Washington Nationals,6,7,3309,Nationals Park
413828,2015,2015-04-19,1,N,day,3,3,Regular Season,2,158,Milwaukee Brewers,2,10,5,134,Pittsburgh Pirates,6,6,31,PNC Park
413819,2015,2015-04-19,1,N,day,3,3,Regular Season,3,108,Los Angeles Angels,5,7,4,117,Houston Astros,6,6,2392,Minute Maid Park
413830,2015,2015-04-19,1,N,day,3,3,Regular Season,2,133,Oakland Athletics,6,7,4,118,Kansas City Royals,9,3,7,Kauffman Stadium
413825,2015,2015-04-19,1,N,day,3,3,Regular Season,2,114,Cleveland Indians,4,7,7,142,Minnesota Twins,5,7,3312,Target Field
413832,2015,2015-04-19,1,N,day,3,3,Regular Season,5,135,San Diego Padres,8,5,2,112,Chicago Cubs,6,5,17,Wrigley Field
413820,2015,2015-04-19,1,N,day,4,4,Regular Season,5,109,Arizona Diamondbacks,7,6,1,137,San Francisco Giants,4,10,2395,AT&T Park
413826,2015,2015-04-19,1,N,day,3,3,Regular Season,0,115,Colorado Rockies,7,5,7,119,Los Angeles Dodgers,9,3,22,Dodger Stadium
413833,2015,2015-04-19,1,N,day,3,3,Regular Season,10,140,Texas Rangers,5,8,11,136,Seattle Mariners,5,7,680,Safeco Field
413824,2015,2015-04-19,1,N,night,3,3,Regular Season,1,113,Cincinnati Reds,5,7,2,138,St. Louis Cardinals,8,3,2889,Busch Stadium
413834,2015,2015-04-20,1,N,day,4,4,Regular Season,1,110,Baltimore Orioles,7,6,7,111,Boston Red Sox,8,5,3,Fenway Park
413835,2015,2015-04-20,1,N,night,4,1,Regular Season,5,112,Chicago Cubs,7,5,2,134,Pittsburgh Pirates,6,7,31,PNC Park
